Geneid	SRR1573504	SRR1573505	SRR1573506	SRR1573507	SRR1573508	SRR1573509	SRR1573510	SRR1573511	SRR1573512	SRR1573513	SRR1573514	SRR1573515	SRR1573516	SRR1573517	SRR1573518	SRR1573519	SRR1573520	SRR1573521	SRR1573522	SRR1573523	SRR1573524	SRR1573525	SRR1573526	SRR1573527
gene-LOC100284140	7121	4915	3608	4736	4220	7229	4415	2171	2281	3630	1780	3114	2588	1616	4977	8216	2176	4409	1542	511	2820	1217	4977	2537
gene-LOC103644026	6	2	3	5	1	7	0	1	1	0	0	1	2	0	1	5	0	0	0	0	3	1	3	0
gene-LOC103644025	0	4	7	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
gene-LOC100194005	1764	702	621	3419	1630	6232	669	471	475	2153	1718	2840	1568	1530	3230	1013	392	426	1317	429	1888	615	1047	352
gene-LOC100283863	904	178	192	800	158	920	129	351	191	715	579	851	249	317	1210	301	47	164	361	108	270	113	274	60
gene-LOC100501372	173	64	108	165	20	59	67	35	37	107	52	85	39	53	256	2	16	0	77	0	0	34	0	7
gene-LOC103645621	0	0	0	0	4	0	0	2	4	12	7	4	6	2	2	0	0	0	0	0	0	0	10	0
gene-LOC100275577	168	48	64	624	126	258	50	26	30	42	14	32	10	12	60	8	0	0	0	1	0	0	0	0
gene-LOC109942359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103645622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644029	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100281382	2272	524	671	1408	649	2522	409	514	408	1680	1056	1525	962	1067	2097	1832	420	717	181	166	676	49	2199	817
gene-LOC100274252	159	181	130	243	160	330	63	16	39	43	38	96	62	54	95	435	145	341	133	47	331	13	69	65
gene-LOC103644030	0	0	0	0	4	0	0	0	0	0	2	4	0	0	0	4	0	0	0	0	0	0	0	0
gene-LOC103644032	0	0	0	18	26	10	0	0	0	0	0	0	0	0	0	0	0	0	0	32	30	0	0	1
gene-LOC103644033	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100191791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644035	0	0	0	2	1	0	2	0	0	2	0	4	0	0	0	1	0	3	0	0	0	0	2	0
gene-LOC118476177	0	0	0	0	0	0	0	0	0	195	43	47	45	27	114	0	0	0	0	0	0	0	0	0
gene-LOC100382629	40	6	4	4	12	28	28	12	12	20	6	2	2	6	8	0	0	0	0	0	0	0	0	0
gene-LOC103644036	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	90	0	0	0
gene-LOC100273287	12693	5815	4283	8259	3730	14382	3073	4467	1853	7469	6117	11182	7160	9544	15920	11789	2888	3929	3016	1355	7318	1039	3783	3261
gene-LOC103644037	871	198	182	953	303	1116	202	409	222	1130	767	776	264	394	931	300	18	81	312	90	618	65	47	147
gene-LOC100527940	210	77	64	194	41	182	29	70	42	69	56	80	35	21	140	52	16	50	73	11	46	0	2	6
gene-LOC100285096	15059	5817	8489	26635	9958	20942	7219	4890	5086	13565	3259	6087	4851	3274	10115	4484	1480	1887	906	451	3748	1249	3754	1992
gene-TRNAK-UUU-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644039	17	16	8	30	12	17	2	22	27	13	16	15	5	6	48	13	21	26	0	2	2	4	0	0
gene-LOC103645624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103645626	260	275	144	98	45	184	118	36	107	418	224	459	419	204	613	265	18	159	81	17	76	116	2	67
gene-TRNAD-GUC-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100283657	691	311	221	286	215	600	192	154	91	268	293	413	236	167	714	249	46	94	40	14	203	28	19	51
gene-LOC542460	13188	3784	6145	9439	3102	9230	2154	4407	2585	5811	2483	3695	1993	1330	4157	3459	681	1421	1398	575	3280	824	2808	1363
gene-LOC103644043	5201	2305	2860	11615	5035	11678	1400	1575	870	2155	872	1165	827	768	2108	317	227	194	4836	1810	10459	337	1048	176
gene-LOC103644044	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7
gene-LOC100382459	1859	579	546	1302	316	741	456	590	456	525	199	270	190	129	644	1090	188	511	147	123	871	274	736	552
gene-LOC103644045	209	59	51	323	38	416	69	18	107	531	81	66	0	44	55	70	0	55	0	18	1	0	36	0
gene-LOC100383983	836	380	501	643	490	1415	298	197	262	667	633	1071	548	422	1169	694	25	232	131	118	270	88	93	95
gene-LOC109943551	0	0	1	1	0	1	0	0	1	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0
gene-LOC103644047	1431	528	758	1800	682	1764	364	573	299	754	579	902	437	386	1466	557	166	327	339	147	725	97	505	254
gene-LOC100193188	2861	1153	1059	1752	841	2200	579	565	435	880	803	1477	769	852	1996	828	99	477	224	69	535	64	146	84
gene-LOC100276798	12539	6167	6434	3802	3423	12410	4693	3000	1807	10932	5257	10119	10550	9457	13970	19050	5401	6531	4539	1258	5790	2866	6422	4158
gene-LOC118476178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
gene-LOC100384002	42	13	81	14	8	23	17	4	3	28	4	5	14	0	20	164	10	54	1	0	1	9	0	6
gene-LOC100284288	40	44	34	9	48	247	33	0	49	34	5	28	22	4	29	0	0	0	0	0	0	0	0	0
gene-LOC109943802	2	0	0	0	0	2	0	0	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0
gene-LOC103645629	8	2	2	12	2	0	0	4	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0
gene-LOC111590741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109943552	42	26	59	75	70	187	32	12	38	93	71	130	74	53	191	30	8	19	5	8	34	7	37	10
gene-LOC109943553	0	2	2	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gene-LOC103644055	4190	1455	2094	2939	1312	4740	1014	1381	930	3405	1672	2501	1670	1274	3770	1929	289	1161	833	319	1451	431	2089	831
gene-LOC103644057	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100281818	3415	1370	1682	2906	1209	4262	932	1187	631	2408	1500	2447	1419	1285	3736	2404	318	928	598	253	994	481	1189	739
gene-LOC100282724	1816	636	799	1071	504	1259	723	463	368	796	163	313	225	195	991	485	107	76	24	24	251	100	223	210
gene-LOC100283283	3182	1202	1821	3151	1657	3600	903	1206	988	1862	1104	1661	935	847	2422	1189	141	748	629	160	950	401	1019	534
gene-LOC100277644	537	399	524	525	334	878	24	64	56	321	241	267	147	93	372	75	0	0	28	2	0	0	0	1
gene-LOC100284230	7124	2216	2078	4203	2159	8104	1470	3248	1188	4559	2122	3693	1776	1823	5389	4894	1058	1095	1548	456	2211	320	1570	1190
gene-LOC103644061	10355	2586	2040	7118	2205	8073	1844	3252	1405	5281	2443	4076	1829	1929	6843	4558	1615	1276	2024	446	2335	1089	2458	1394
gene-LOC100284377	591	307	271	938	274	568	241	98	211	153	111	145	117	41	312	214	61	173	225	43	110	39	209	151
gene-LOC103644058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590572	127	126	88	262	118	314	87	53	83	132	56	108	35	52	202	31	4	16	0	4	220	75	28	75
gene-LOC111590615	3	2	2	5	4	3	0	0	0	0	2	4	2	0	4	2	0	0	0	0	0	0	0	0
gene-LOC109943803	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109943804	3	0	2	1	0	3	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC103645634	26	0	2	2	1	2	0	0	0	7	0	2	0	0	2	0	0	0	0	4	0	0	0	0
gene-LOC100276501	1408	932	661	1251	853	1773	768	385	632	1640	897	1123	754	697	1773	387	101	116	211	119	520	55	1039	438
gene-LOC103644063	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644065	1651	999	789	867	992	4270	498	375	425	2368	1286	2220	1383	1406	3062	2139	555	2179	2873	563	2242	42	622	879
gene-LOC100281020	519	261	219	965	421	682	335	325	205	474	95	179	192	132	384	262	4	52	0	0	29	2	6	3
gene-LOC100273830	14018	5068	4466	10627	3561	11461	2665	4731	2087	5823	3159	4239	1852	1802	7940	4462	1353	3075	2414	662	2504	883	3718	1031
gene-LOC100382654	878	621	320	162	149	208	512	333	192	177	58	116	40	34	244	828	348	259	5	7	4	374	882	262
gene-LOC100273580	10	6	5	4	17	11	7	0	3	0	1	0	2	0	5	165	0	0	0	2	0	0	0	0
gene-LOC100194052	984	376	337	892	212	795	212	269	148	381	551	821	343	335	1457	341	75	245	396	44	337	63	189	129
gene-aos4	79	79	55	23	41	55	16	0	8	16	10	7	8	3	29	123	65	25	63	13	25	9	31	4
gene-aos3	161	132	159	129	79	179	64	66	118	194	120	89	62	52	131	298	126	206	47	32	208	116	499	186
gene-LOC103644068	829	262	376	718	264	1303	166	291	137	555	278	656	316	329	830	506	101	130	41	19	351	149	426	145
gene-LOC542099	17702	10178	6580	13024	9612	24063	8692	6300	4494	21460	11659	16102	12230	11056	29531	9856	2372	4976	2513	757	3005	2212	5773	4348
gene-LOC100278000	1	6	2	7	19	34	20	22	0	7	6	4	5	5	32	0	0	0	0	0	0	0	0	0
gene-LOC103644069	859	373	339	820	227	1000	164	294	149	379	152	198	117	115	489	278	34	105	128	25	189	28	196	155
gene-LOC103644071	118	77	57	146	94	310	81	70	40	221	109	95	74	42	139	90	6	9	66	4	50	8	65	12
gene-LOC100273910	1151	462	688	2396	936	1848	448	396	389	1661	759	1470	924	727	1998	623	215	345	581	146	1030	133	265	269
gene-LOC732840	4161	1599	977	2593	1263	2704	980	1879	844	1803	911	1230	663	592	2387	1064	648	658	91	106	840	68	1296	440
gene-TRNAE-UUC-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644072	10949	3722	4122	11736	6573	21611	3476	3382	1940	8923	3665	7176	3104	4656	12757	7536	2136	2417	2786	653	2887	1372	1957	978
gene-LOC100282259	139	51	33	32	29	174	27	13	32	27	18	16	14	12	41	38	1	0	0	0	1	0	1	6
gene-LOC100275725	820	402	359	921	250	1246	199	630	186	619	435	745	339	309	1143	29	12	6	55	10	30	0	0	0
gene-LOC100277204	13	17	7	36	6	27	17	16	12	5	0	7	1	5	10	0	4	0	0	0	2	0	33	0
gene-LOC100191336	566	243	248	485	201	951	166	115	110	1024	522	944	518	402	995	274	307	195	105	29	77	81	68	164
gene-LOC103644073	48	8	8	17	13	14	14	1	9	6	0	10	2	0	21	0	0	0	0	0	0	0	0	0
gene-LOC103644074	0	19	30	0	0	0	0	0	0	6	0	2	4	6	13	0	0	0	0	0	0	0	0	0
gene-LOC103645638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100217129	2877	2047	1530	2416	1437	3320	1713	743	1047	3277	1957	3283	1868	1709	5691	220	1	9	184	55	190	123	385	124
gene-LOC103644075	3528	1368	1755	3367	1259	4326	1170	1847	980	3903	1516	2082	840	819	3462	3138	1044	573	832	223	1420	267	1562	1342
gene-LOC100383269	1472	618	642	1064	650	1629	422	544	378	1022	443	589	503	380	1158	890	296	397	812	117	746	205	602	288
gene-LOC109943805	0	0	0	1	3	11	0	0	2	0	4	9	6	0	4	0	0	0	0	2	0	0	0	0
gene-LOC103644077	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0
gene-LOC103644078	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-LOC109943806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC606458	1	1	6	0	0	0	0	0	6	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118476179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100281599	348	149	140	425	128	232	112	306	74	152	70	83	41	28	114	69	0	31	34	20	58	5	23	13
gene-LOC100274770	10335	6375	7993	9814	4869	9738	3903	2912	2805	4427	2403	3551	3031	1790	4999	7227	1572	4091	2443	870	5972	906	4420	2048
gene-LOC100276571	18	17	10	6	4	14	6	2	4	4	0	2	0	0	4	24	0	4	0	0	0	0	0	0
gene-LOC118473248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107197954	2032	1122	965	1829	1190	2750	1303	1054	719	1078	342	812	441	299	1487	998	321	350	81	83	824	285	475	648
gene-LOC100280803	14166	7643	8852	11568	5059	8011	5180	4208	3167	6004	3057	3995	2992	1955	6374	7752	1818	4964	2102	1069	5702	2187	6014	3060
gene-LOC111590788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103645645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103645646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590778	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590782	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590786	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
gene-LOC111590760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAQ-CUG-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103645648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAQ-CUG-4	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC606465	583	135	205	436	194	564	103	84	109	243	181	265	257	174	390	355	8	216	20	41	83	63	150	16
gene-LOC111590573	0	0	1	0	0	2	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
gene-LOC103644082	4	0	2	1	6	24	2	2	2	0	2	11	3	3	5	9	4	2	0	2	4	1	1	2
gene-LOC100272304	614	253	267	478	204	671	156	264	191	294	193	247	129	123	473	402	96	139	71	51	202	86	119	354
gene-LOC103644083	18524	7860	9011	16921	12032	22182	10118	7666	4078	12889	6374	8543	12862	9651	17059	11787	3123	5967	10046	3679	17276	3331	14756	7438
gene-LOC100282134	1038	237	304	615	323	841	167	317	139	800	312	460	257	208	767	154	26	106	173	22	404	170	310	148
gene-TRNAT-AGU-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100283266	19149	5111	4087	10025	3602	14005	3365	5047	2649	10828	6339	8562	5767	5148	15512	6397	2303	4493	3822	915	6924	1528	4491	2215
gene-LOC100284660	751	257	252	1135	292	1126	166	323	243	693	322	392	248	179	690	137	16	127	219	82	338	61	534	133
gene-LOC103644086	2	2	1	3	0	2	0	0	0	4	4	5	0	0	3	0	0	0	0	0	0	0	0	0
gene-LOC103644087	8	4	3	10	0	8	0	12	3	8	4	12	7	4	11	1	6	0	0	0	4	0	0	0
gene-LOC100383751	930	589	504	500	218	695	147	218	188	643	337	527	249	184	669	326	114	215	31	19	108	7	128	149
gene-LOC103644088	12	8	6	122	7	54	6	10	4	27	10	20	3	8	16	3	0	0	0	2	2	0	0	0
gene-LOC111828518	1970	685	1033	1324	917	2944	630	398	563	1279	816	1512	758	780	1862	1666	171	1153	288	180	738	332	524	200
gene-LOC100273754	3113	1141	934	1787	949	2785	779	904	470	1267	1293	2028	849	868	2712	991	139	729	509	151	1144	317	237	336
gene-LOC100194221	3477	2812	1495	1988	2084	5001	1356	696	967	2560	1795	2756	1582	1335	3790	3628	840	1154	1689	674	2041	281	1984	798
gene-LOC103644089	20	4	10	4	1	24	1	17	4	6	6	4	1	1	14	9	0	1	0	1	4	0	1	0
gene-LOC100272631	1391	726	1086	2198	1455	2570	779	797	492	1460	637	928	985	751	1319	1057	174	612	354	164	1272	375	659	571
gene-LOC103644090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644091	2112	1214	1100	1314	1160	3808	994	1208	608	2172	1661	2915	2176	2920	3941	1832	112	785	564	164	295	371	346	156
gene-LOC542313	1889	1055	851	1777	1279	2833	708	856	423	1194	640	887	466	354	1938	860	249	315	762	227	787	266	935	298
gene-LOC100501564	25	5	2	127	27	73	48	56	40	54	5	12	6	8	38	0	0	0	0	0	3	21	0	10
gene-LOC103645653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644093	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC103645654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644098	243	49	69	268	178	751	78	69	53	398	238	327	311	290	617	260	71	14	173	60	239	49	35	36
gene-LOC103644094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100282065	49	60	20	27	28	29	13	2	2	15	18	20	14	4	40	150	4	20	0	0	0	6	0	85
gene-LOC118476180	9	0	15	2	0	6	5	0	5	0	3	5	0	2	4	0	0	0	0	0	0	0	0	0
gene-LOC103644100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118473250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118476181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100280103	0	0	2	0	0	1	0	12	2	0	0	4	2	0	6	0	0	0	0	0	0	0	0	0
gene-LOC100276394	2211	833	1062	2810	1117	2870	563	989	523	1771	1028	1256	807	686	2351	850	147	205	513	201	850	116	607	232
gene-LOC100276901	2637	937	767	2461	768	2210	643	744	443	1426	829	1044	795	569	2030	1350	305	785	628	159	601	333	1080	314
gene-LOC103644106	676	421	501	781	336	1219	314	239	162	490	226	338	248	160	512	477	64	168	179	40	307	187	278	141
gene-LOC100282027	6	26	4	755	195	585	56	27	42	868	301	262	125	136	517	54	0	14	0	0	0	0	0	0
gene-LOC103644108	161	46	47	102	45	110	55	45	43	30	18	34	31	27	91	0	2	27	0	0	11	52	0	35
gene-LOC103645659	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644110	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118476182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC115029014	363	89	140	141	147	216	56	82	29	102	78	66	134	70	99	0	0	0	0	0	0	0	1	0
gene-MIR160d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAV-AAC-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100384229	706	353	469	1558	908	1967	356	417	290	558	212	300	189	173	564	488	73	254	469	364	1501	325	614	277
gene-LOC109943555	3	10	2	6	5	26	1	3	5	7	13	17	13	3	21	3	0	0	41	0	0	2	0	0
gene-LOC100279354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAA-AGC-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644118	38	4	10	76	19	21	7	0	4	18	1	13	1	4	24	0	2	0	0	0	0	0	0	0
gene-LOC103644119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAA-AGC-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103645664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100285312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAA-AGC-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118476183	48	28	21	66	21	26	14	54	7	28	13	9	16	4	28	13	2	12	58	2	89	0	28	39
gene-LOC100217189	13108	7105	6587	5599	4224	13873	6073	6109	3807	14676	7636	12345	6913	7525	20838	7574	2290	4176	2265	524	3150	2899	11151	6151
gene-LOC103644121	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0
gene-TRNAA-AGC-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644122	17	18	59	0	2	19	16	10	0	11	2	20	6	6	0	11	10	0	0	13	4	0	0	45
gene-LOC103644123	207	59	93	229	100	380	35	62	71	189	157	291	150	169	401	99	21	38	81	14	39	17	46	35
gene-LOC109942424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100193831	7671	3204	3501	4202	2346	7316	2416	2373	1384	5574	2501	4540	2753	2402	6454	4490	1235	2345	1627	483	3522	759	2527	1904
gene-LOC100274056	1228	352	617	475	252	1141	304	318	257	775	390	698	327	301	1097	620	116	269	113	34	328	163	366	163
gene-LOC100282761	4693	2848	3085	4475	1950	6306	1515	2121	1402	5037	2467	3389	2208	1559	5193	1900	228	938	846	235	690	324	1171	624
gene-LOC103644127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100501392	4490	1807	2114	2328	1024	3267	1064	1655	723	2166	1435	2537	1457	1178	3393	2432	560	904	1070	229	1503	204	1512	829
gene-LOC103645671	3	0	4	6	8	2	0	2	0	3	0	0	1	1	2	0	0	0	0	0	0	0	0	1
gene-LOC103644128	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
gene-LOC103644129	131	40	36	39	83	47	44	6	25	14	14	13	6	7	26	0	0	0	0	0	0	0	0	0
gene-LOC103645672	143	22	10	394	117	306	33	7	37	147	52	99	30	49	176	4	4	12	91	56	46	13	162	64
gene-LOC100276724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644130	247	65	146	90	65	287	65	32	46	138	66	140	72	63	225	31	60	38	21	2	42	8	21	6
gene-LOC103644131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100281970	7869	6455	4488	8574	7590	16159	4203	2521	2748	3563	3463	3733	3063	2973	8110	5192	948	4241	2423	1127	6120	822	5544	2881
gene-LOC100283467	387	274	317	396	267	552	244	271	144	355	196	370	262	186	597	153	4	93	65	8	52	50	106	140
gene-LOC103644132	1209	1090	898	1578	829	2754	574	470	506	1001	426	718	342	300	1093	1105	311	517	183	107	986	203	668	494
gene-LOC100384455	101	63	100	139	61	110	45	26	31	44	25	12	13	6	42	79	11	32	6	0	0	2	0	4
gene-LOC100277009	1389	1068	955	931	1094	2757	916	547	340	1377	787	1163	846	944	2426	751	82	682	104	151	832	220	298	361
gene-LOC100284964	10164	3995	3678	7454	2765	10133	2453	3743	1570	6472	3297	4700	2279	2309	8039	4672	1274	1918	1931	411	4031	875	2491	1936
gene-LOC100191491	111	71	75	122	53	194	63	150	46	122	80	136	39	32	227	45	1	31	0	10	35	37	59	92
gene-LOC542713	14024	5602	4836	8187	3939	11218	4387	4467	1980	8623	3383	5685	2831	3047	8825	6609	2869	2684	1834	347	3500	1240	4592	2804
gene-LOC100275982	2040	824	814	2975	735	2557	605	772	584	2237	1466	2436	1224	887	3515	669	552	379	237	129	647	165	702	298
gene-LOC111590763	0	5	0	5	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene-LOC111590764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109943807	2	2	4	14	4	16	2	0	0	5	2	11	12	9	14	2	0	0	0	0	2	0	2	0
gene-LOC103644134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
